"initial_alias","converted_alias","name","description","namespace"
"4686","4686","NCBP1","nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658]","ENTREZGENE_ACC"
"64968","64968","MRPS6","mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]","ENTREZGENE_ACC"
"84314","84314","TMEM107","transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]","ENTREZGENE_ACC"
"8626","8626","TP63","tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]","ENTREZGENE_ACC"
"64979","64979","MRPL36","mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]","ENTREZGENE_ACC"
"64844","64844","MARCHF7","membrane associated ring-CH-type finger 7 [Source:HGNC Symbol;Acc:HGNC:17393]","ENTREZGENE_ACC"
"11142","11142","PKIG","cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019]","ENTREZGENE_ACC"
"23451","23451","SF3B1","splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]","ENTREZGENE_ACC"
"55728","55728","N4BP2","NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]","ENTREZGENE_ACC"
"10308","10308","ZNF267","zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]","ENTREZGENE_ACC"
"10553","10553","HTATIP2","HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]","ENTREZGENE_ACC"
"57504","57504","MTA3","metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]","ENTREZGENE_ACC"
"57217","57217","TTC7A","tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]","ENTREZGENE_ACC"
"26","26","AOC1","amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]","ENTREZGENE_ACC"
"4734","4734","NEDD4","NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]","ENTREZGENE_ACC"
"57409","57409","MIF4GD","MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]","ENTREZGENE_ACC"
"9113","9113","LATS1","large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]","ENTREZGENE_ACC"
"51155","51155","JPT1","Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]","ENTREZGENE_ACC"
"55742","55742","PARVA","parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]","ENTREZGENE_ACC"
"80207","80207","OPA3","outer mitochondrial membrane lipid metabolism regulator OPA3 [Source:HGNC Symbol;Acc:HGNC:8142]","ENTREZGENE_ACC"
"27131","27131","SNX5","sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]","ENTREZGENE_ACC"
"9737","9737","GPRASP1","G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]","ENTREZGENE_ACC"
"10001","10001","MED6","mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]","ENTREZGENE_ACC"
"51160","51160","VPS28","VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178]","ENTREZGENE_ACC"
"8330","8330","H2AC15","H2A clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:4726]","ENTREZGENE_ACC"
"57674","57674","RNF213","ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]","ENTREZGENE_ACC"
"144097","144097","SPINDOC","spindlin interactor and repressor of chromatin binding [Source:HGNC Symbol;Acc:HGNC:25115]","ENTREZGENE_ACC"
"3685","3685","ITGAV","integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]","ENTREZGENE_ACC"
"5933","5933","RBL1","RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]","ENTREZGENE_ACC"
"8356","8356","H3C12","H3 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4774]","ENTREZGENE_ACC"
"51526","51526","OSER1","oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]","ENTREZGENE_ACC"
"26207","26207","PITPNC1","phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]","ENTREZGENE_ACC"
"9967","9967","THRAP3","thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]","ENTREZGENE_ACC"
"9886","9886","RHOBTB1","Rho related BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18738]","ENTREZGENE_ACC"
"5636","5636","PRPSAP2","phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]","ENTREZGENE_ACC"
"54951","54951","COMMD8","COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]","ENTREZGENE_ACC"
"27165","27165","GLS2","glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]","ENTREZGENE_ACC"
"113201","113201","GOLM2","golgi membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:24892]","ENTREZGENE_ACC"
"55769","55769","ZNF83","zinc finger protein 83 [Source:HGNC Symbol;Acc:HGNC:13158]","ENTREZGENE_ACC"
"170394","170394","PWWP2B","PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]","ENTREZGENE_ACC"
"5091","5091","PC","pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]","ENTREZGENE_ACC"
"25942","25942","SIN3A","SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]","ENTREZGENE_ACC"
"81555","81555","YIPF5","Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]","ENTREZGENE_ACC"
"7408","7408","VASP","vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]","ENTREZGENE_ACC"
"29979","29979","UBQLN1","ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]","ENTREZGENE_ACC"
"11065","11065","UBE2C","ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]","ENTREZGENE_ACC"
"4738","4738","NEDD8","NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]","ENTREZGENE_ACC"
"150365","150365","MEI1","meiotic double-stranded break formation protein 1 [Source:HGNC Symbol;Acc:HGNC:28613]","ENTREZGENE_ACC"
"26060","26060","APPL1","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]","ENTREZGENE_ACC"
"84324","84324","SARNP","SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432]","ENTREZGENE_ACC"
"6731","6731","SRP72","signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]","ENTREZGENE_ACC"
"2549","2549","GAB1","GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]","ENTREZGENE_ACC"
"112970","112970","KTI12","KTI12 chromatin associated homolog [Source:HGNC Symbol;Acc:HGNC:25160]","ENTREZGENE_ACC"
"4357","4357","MPST","mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]","ENTREZGENE_ACC"
"91694","91694","LONRF1","LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]","ENTREZGENE_ACC"
"29781","29781","NCAPH2","non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]","ENTREZGENE_ACC"
"10606","10606","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]","ENTREZGENE_ACC"
"11140","11140","CDC37","cell division cycle 37, HSP90 cochaperone [Source:HGNC Symbol;Acc:HGNC:1735]","ENTREZGENE_ACC"
"23072","23072","HECW1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]","ENTREZGENE_ACC"
"3619","3619","INCENP","inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]","ENTREZGENE_ACC"
"29091","29091","STXBP6","syntaxin binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19666]","ENTREZGENE_ACC"
"3735","3735","KARS1","lysyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6215]","ENTREZGENE_ACC"
"160857","160857","CCDC122","coiled-coil domain containing 122 [Source:HGNC Symbol;Acc:HGNC:26478]","ENTREZGENE_ACC"
"51164","51164","DCTN4","dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]","ENTREZGENE_ACC"
"7220","7220","TRPC1","transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]","ENTREZGENE_ACC"
"81537","81537","SGPP1","sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]","ENTREZGENE_ACC"
"26278","26278","SACS","sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]","ENTREZGENE_ACC"
"27154","27154","BRPF3","bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]","ENTREZGENE_ACC"
"148362","148362","BROX","BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]","ENTREZGENE_ACC"
"340277","340277","FAM221A","family with sequence similarity 221 member A [Source:HGNC Symbol;Acc:HGNC:27977]","ENTREZGENE_ACC"
"23036","23036","ZNF292","zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]","ENTREZGENE_ACC"
"115098","115098","CCDC124","coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]","ENTREZGENE_ACC"
"10469","10469","TIMM44","translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]","ENTREZGENE_ACC"
"8202","8202","NCOA3","nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]","ENTREZGENE_ACC"
"1326","1326","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]","ENTREZGENE_ACC"
"23288","23288","IQCE","IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]","ENTREZGENE_ACC"
"2631","2631","NIPSNAP2","nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]","ENTREZGENE_ACC"
"8320","8320","EOMES","eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]","ENTREZGENE_ACC"
"29952","29952","DPP7","dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]","ENTREZGENE_ACC"
"60488","60488","MRPS35","mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]","ENTREZGENE_ACC"
"55048","55048","VPS37C","VPS37C subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:26097]","ENTREZGENE_ACC"
"55167","55167","MSL2","MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]","ENTREZGENE_ACC"
"8340","8340","H2BC13","H2B clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4748]","ENTREZGENE_ACC"
"79675","79675","FASTKD1","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]","ENTREZGENE_ACC"
"10420","10420","TESK2","testis associated actin remodelling kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]","ENTREZGENE_ACC"
"843","843","CASP10","caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]","ENTREZGENE_ACC"
"729830","729830","FAM160A1","family with sequence similarity 160 member A1 [Source:HGNC Symbol;Acc:HGNC:34237]","ENTREZGENE_ACC"
"23417","23417","MLYCD","malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]","ENTREZGENE_ACC"
"6414","6414","SELENOP","selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]","ENTREZGENE_ACC"
"57486","57486","NLN","neurolysin [Source:HGNC Symbol;Acc:HGNC:16058]","ENTREZGENE_ACC"
"5151","5151","PDE8A","phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]","ENTREZGENE_ACC"
"10128","10128","LRPPRC","leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]","ENTREZGENE_ACC"
"5352","5352","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]","ENTREZGENE_ACC"
"6100","6100","RP9","RP9 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288]","ENTREZGENE_ACC"
"10244","10244","RABEPK","Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]","ENTREZGENE_ACC"
"51062","51062","ATL1","atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]","ENTREZGENE_ACC"
"55208","55208","DCUN1D2","defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328]","ENTREZGENE_ACC"
"51114","51114","ZDHHC9","zinc finger DHHC-type palmitoyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:18475]","ENTREZGENE_ACC"
"23286","23286","WWC1","WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]","ENTREZGENE_ACC"
"7332","7332","UBE2L3","ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]","ENTREZGENE_ACC"
"996","996","CDC27","cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]","ENTREZGENE_ACC"
"3954","3954","LETM1","leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]","ENTREZGENE_ACC"
"79742","79742","DIPK2B","divergent protein kinase domain 2B [Source:HGNC Symbol;Acc:HGNC:25866]","ENTREZGENE_ACC"
"7786","7786","MAP3K12","mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]","ENTREZGENE_ACC"
"7879","7879","RAB7A","RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]","ENTREZGENE_ACC"
"8019","8019","BRD3","bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]","ENTREZGENE_ACC"
"221443","221443","OARD1","O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257]","ENTREZGENE_ACC"
"5686","5686","PSMA5","proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]","ENTREZGENE_ACC"
"90864","90864","SPSB3","splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629]","ENTREZGENE_ACC"
"84705","84705","GTPBP3","GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]","ENTREZGENE_ACC"
"8338","8338","H2AC20","H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]","ENTREZGENE_ACC"
"23295","23295","MGRN1","mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]","ENTREZGENE_ACC"
"8991","8991","SELENBP1","selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]","ENTREZGENE_ACC"
"55011","55011","PIH1D1","PIH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26075]","ENTREZGENE_ACC"
"1938","1938","EEF2","eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]","ENTREZGENE_ACC"
"55905","55905","RNF114","ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]","ENTREZGENE_ACC"
"2926","2926","GRSF1","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]","ENTREZGENE_ACC"
"85439","85439","STON2","stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]","ENTREZGENE_ACC"
"4094","4094","MAF","MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]","ENTREZGENE_ACC"
"151050","151050","KANSL1L","KAT8 regulatory NSL complex subunit 1 like [Source:HGNC Symbol;Acc:HGNC:26310]","ENTREZGENE_ACC"
"90102","90102","PHLDB2","pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]","ENTREZGENE_ACC"
"8303","8303","SNN","stannin [Source:HGNC Symbol;Acc:HGNC:11149]","ENTREZGENE_ACC"
"10076","10076","PTPRU","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]","ENTREZGENE_ACC"
"9702","9702","CEP57","centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]","ENTREZGENE_ACC"
"2935","2935","GSPT1","G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]","ENTREZGENE_ACC"
"80344","80344","DCAF11","DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]","ENTREZGENE_ACC"
"23091","23091","ZC3H13","zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]","ENTREZGENE_ACC"
"79671","79671","NLRX1","NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]","ENTREZGENE_ACC"
"3096","3096","HIVEP1","HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]","ENTREZGENE_ACC"
"57099","57099","AVEN","apoptosis and caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]","ENTREZGENE_ACC"
"55793","55793","MINDY1","MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648]","ENTREZGENE_ACC"
"8487","8487","GEMIN2","gem nuclear organelle associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10884]","ENTREZGENE_ACC"
"831","831","CAST","calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]","ENTREZGENE_ACC"
"54997","54997","TESC","tescalcin [Source:HGNC Symbol;Acc:HGNC:26065]","ENTREZGENE_ACC"
"1543","1543","CYP1A1","cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]","ENTREZGENE_ACC"
"54801","54801","HAUS6","HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]","ENTREZGENE_ACC"
"226","226","ALDOA","aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]","ENTREZGENE_ACC"
"51619","51619","UBE2D4","ubiquitin conjugating enzyme E2 D4 (putative) [Source:HGNC Symbol;Acc:HGNC:21647]","ENTREZGENE_ACC"
"9666","9666","DZIP3","DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938]","ENTREZGENE_ACC"
"79622","79622","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:HGNC Symbol;Acc:HGNC:14161]","ENTREZGENE_ACC"
"5245","5245","PHB","prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]","ENTREZGENE_ACC"
"54928","54928","BPNT2","3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]","ENTREZGENE_ACC"
"5193","5193","PEX12","peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]","ENTREZGENE_ACC"
"2011","2011","MARK2","microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]","ENTREZGENE_ACC"
"9197","9197","SLC33A1","solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]","ENTREZGENE_ACC"
"7738","7738","ZNF184","zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]","ENTREZGENE_ACC"
"374354","374354","NHLRC2","NHL repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:24731]","ENTREZGENE_ACC"
"8324","8324","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]","ENTREZGENE_ACC"
"51057","51057","WDPCP","WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027]","ENTREZGENE_ACC"
"80195","80195","TMEM254","transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]","ENTREZGENE_ACC"
"25930","25930","PTPN23","protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]","ENTREZGENE_ACC"
"23232","23232","TBC1D12","TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]","ENTREZGENE_ACC"
"51575","51575","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]","ENTREZGENE_ACC"
"10541","10541","ANP32B","acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677]","ENTREZGENE_ACC"
"140467","140467","ZNF358","zinc finger protein 358 [Source:HGNC Symbol;Acc:HGNC:16838]","ENTREZGENE_ACC"
"112840","112840","WDR89","WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]","ENTREZGENE_ACC"
"10296","10296","MAEA","macrophage erythroblast attacher, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:13731]","ENTREZGENE_ACC"
"6607","6606","SMN2","survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]","ENTREZGENE_ACC"
"6607","6607","SMN2","survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]","ENTREZGENE_ACC"
"369","369","ARAF","A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]","ENTREZGENE_ACC"
"4000","4000","LMNA","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]","ENTREZGENE_ACC"
"57158","57158","JPH2","junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]","ENTREZGENE_ACC"
"8895","8895","CPNE3","copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]","ENTREZGENE_ACC"
"11222","11222","MRPL3","mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]","ENTREZGENE_ACC"
"6917","6917","TCEA1","transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]","ENTREZGENE_ACC"
"10229","10229","COQ7","coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]","ENTREZGENE_ACC"
"55256","55256","ADI1","acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]","ENTREZGENE_ACC"
"4189","4189","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9 [Source:HGNC Symbol;Acc:HGNC:6968]","ENTREZGENE_ACC"
"360023","360023","ZBTB41","zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819]","ENTREZGENE_ACC"
"25929","25929","GEMIN5","gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]","ENTREZGENE_ACC"
"57662","57662","CAMSAP3","calmodulin regulated spectrin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29307]","ENTREZGENE_ACC"
"10061","10061","ABCF2","ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]","ENTREZGENE_ACC"
"55082","55082","ARGLU1","arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]","ENTREZGENE_ACC"
"57461","57461","ISY1","ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]","ENTREZGENE_ACC"
"92344","92344","GORAB","golgin, RAB6 interacting [Source:HGNC Symbol;Acc:HGNC:25676]","ENTREZGENE_ACC"
"7993","7993","UBXN8","UBX domain protein 8 [Source:HGNC Symbol;Acc:HGNC:30307]","ENTREZGENE_ACC"
"26088","26088","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]","ENTREZGENE_ACC"
"92610","92610","TIFA","TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]","ENTREZGENE_ACC"
"59348","59348","ZNF350","zinc finger protein 350 [Source:HGNC Symbol;Acc:HGNC:16656]","ENTREZGENE_ACC"
"65990","65990","ANTKMT","adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]","ENTREZGENE_ACC"
"145407","145407","ARMH4","armadillo like helical domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19846]","ENTREZGENE_ACC"
"991","991","CDC20","cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]","ENTREZGENE_ACC"
"9146","9146","HGS","hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]","ENTREZGENE_ACC"
"6310","6310","ATXN1","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","ENTREZGENE_ACC"
"91749","91749","MFSD4B","major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]","ENTREZGENE_ACC"
"51103","51103","NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]","ENTREZGENE_ACC"
"29085","29085","PHPT1","phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]","ENTREZGENE_ACC"
"53339","53339","BTBD1","BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]","ENTREZGENE_ACC"
"9559","9559","VPS26A","VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]","ENTREZGENE_ACC"
"4289","4289","MKLN1","muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]","ENTREZGENE_ACC"
"1854","1854","DUT","deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]","ENTREZGENE_ACC"
"147694","147694","ZNF548","zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]","ENTREZGENE_ACC"
"117583","117583","PARD3B","par-3 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:14446]","ENTREZGENE_ACC"
"51398","51398","WDR83OS","WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:HGNC:30203]","ENTREZGENE_ACC"
"80179","80179","MYO19","myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]","ENTREZGENE_ACC"
